Age,Attrition,BusinessTravel_FK,DailyRate,Department_FK,DistanceFromHome,Education,EducationField_FK,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender_FK,HourlyRate,JobInvolvement,JobLevel,JobRole_FK,JobSatisfaction,MaritalStatus_FK,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumberProjects,WorkAccident
34,No,1002,507,2002,15,2,3003,1,1356,3,4000,66,3,2,5007,1,6002,6125,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6,2,1
25,No,1002,882,2001,19,1,3003,1,1358,4,4001,67,3,1,5002,4,6001,3669,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2,5,0
58,Yes,1002,601,2001,7,4,3003,1,1360,3,4000,53,2,3,5004,1,6001,10008,12023,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9,5,0
40,No,1002,329,2001,1,4,3001,1,1361,2,4001,88,3,1,5002,2,6001,2387,6762,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3,4,0
36,No,1001,607,2002,7,3,3002,1,1362,1,4000,83,4,2,5007,1,6001,4639,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13,2,0
48,No,1002,855,2001,4,3,3001,1,1363,4,4001,54,3,3,5004,4,6002,7898,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8,2,0
27,No,1002,1291,2002,11,3,3003,1,1364,3,4000,98,4,1,5008,4,6001,2534,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0,2,0
51,No,1002,1405,2001,11,2,3005,1,1367,4,4000,82,2,4,5004,2,6002,13142,24439,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3,5,0
18,No,1000,1124,2001,1,3,3001,1,1368,4,4000,97,3,1,5002,4,6002,1611,19305,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0,6,0
35,No,1002,817,2001,1,3,3003,1,1369,4,4000,60,2,2,5002,4,6001,5363,10846,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0,2,0
27,No,1001,793,2002,2,1,3001,1,1371,4,4001,43,1,2,5007,4,6002,5071,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0,6,0
55,Yes,1002,267,2002,13,4,3002,1,1372,1,4001,85,4,4,5007,3,6002,13695,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8,2,0
56,No,1002,1369,2001,23,3,3001,1,1373,4,4001,68,3,4,5004,2,6001,13402,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9,5,0
34,No,1000,999,2001,26,1,3005,1,1374,1,4000,92,2,1,5006,3,6000,2029,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0,5,0
40,No,1002,1202,2001,2,1,3003,1,1375,2,4000,89,4,2,5000,3,6000,6377,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8,2,0
34,No,1002,285,2001,29,3,3003,1,1377,2,4001,86,3,2,5002,3,6001,5429,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7,6,0
31,Yes,1001,703,2002,2,3,3001,1,1379,3,4000,90,2,1,5008,4,6002,2785,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0,2,0
35,Yes,1001,662,2002,18,4,3002,1,1380,4,4000,67,3,2,5007,3,6001,4614,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2,2,1
38,No,1001,693,2001,7,3,3001,1,1382,4,4001,57,4,1,5006,3,6000,2610,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3,4,0
34,No,1002,404,2001,2,4,3005,1,1383,3,4000,98,3,2,5000,4,6002,6687,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11,2,0
28,No,1002,736,2002,26,3,3001,1,1387,3,4001,48,2,2,5007,1,6001,4724,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4,5,0
31,Yes,1002,330,2001,22,4,3003,1,1389,4,4001,98,3,2,5004,3,6001,6179,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,2,1
39,No,1002,1498,2002,21,4,3001,1,1390,1,4001,44,2,2,5007,4,6001,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4,2,0
51,No,1001,541,2002,2,3,3002,1,1391,2,4001,52,3,3,5007,2,6001,10596,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2,6,0
41,No,1001,1200,2001,22,3,3001,1,1392,4,4000,75,3,2,5006,4,6000,5467,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3,5,0
37,No,1002,1439,2001,4,1,3001,1,1394,3,4001,54,3,1,5006,3,6001,2996,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3,2,0
33,No,1001,1111,2002,5,1,3001,1,1395,2,4001,61,3,2,5007,4,6001,9998,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2,6,0
32,No,1002,499,2002,2,1,3002,1,1396,3,4001,36,3,2,5007,2,6001,4078,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2,4,0
39,No,1000,1485,2001,25,2,3001,1,1397,3,4001,71,3,3,5000,3,6001,10920,3449,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5,2,0
25,No,1002,1372,2002,18,1,3001,1,1399,1,4001,93,4,2,5007,3,6001,6232,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2,4,0
52,No,1001,322,2001,28,2,3003,1,1401,4,4000,59,4,4,5004,3,6001,13247,9731,2,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2,2,0
43,No,1002,930,2001,6,3,3003,1,1402,1,4000,73,2,2,5006,3,6002,4081,20003,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8,2,0
27,No,1002,205,2002,10,3,3002,1,1403,4,4000,98,2,2,5007,4,6001,5769,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4,2,0
27,Yes,1002,135,2001,17,4,3001,1,1405,4,4000,51,3,1,5006,3,6002,2394,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7,5,0
26,No,1002,683,2001,2,1,3003,1,1407,1,4001,36,2,1,5006,4,6002,3904,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1,2,0
42,No,1002,1147,2000,10,3,3000,1,1408,3,4000,31,3,4,5003,1,6001,16799,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9,2,0
52,No,1002,258,2001,8,4,3004,1,1409,3,4000,54,3,1,5002,1,6001,2950,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,4,1
37,No,1002,1462,2001,11,3,3003,1,1411,1,4000,94,3,1,5002,3,6002,3629,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2,6,0
35,No,1001,200,2001,18,2,3001,1,1412,3,4001,60,3,3,5004,4,6002,9362,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2,2,0
25,No,1002,949,2001,1,3,3005,1,1415,1,4001,81,3,1,5002,4,6001,3229,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2,2,0
26,No,1002,652,2001,7,3,3004,1,1417,3,4001,100,4,1,5002,1,6002,3578,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7,6,0
29,No,1002,332,2000,17,3,3004,1,1419,2,4001,51,2,3,5001,1,6002,7988,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9,4,0
49,Yes,1001,1475,2001,28,2,3001,1,1420,1,4001,97,2,2,5002,1,6002,4284,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3,2,0
29,Yes,1001,337,2001,14,1,3004,1,1421,3,4000,84,3,3,5000,4,6002,7553,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7,2,1
54,No,1002,971,2001,1,3,3003,1,1422,4,4000,54,3,4,5005,4,6002,17328,5652,6,Y,No,19,3,4,80,0,29,3,2,20,7,12,7,4,0
58,No,1002,1055,2001,1,3,3003,1,1423,4,4000,76,3,5,5005,1,6001,19701,22456,3,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5,4,0
55,No,1002,1136,2001,1,4,3003,1,1424,2,4001,81,4,4,5005,4,6000,14732,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0,2,0
36,No,1002,1174,2002,3,4,3002,1,1425,1,4000,99,3,2,5007,2,6002,9278,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1,2,0
31,Yes,1001,667,2002,1,4,3001,1,1427,2,4000,50,1,1,5008,3,6002,1359,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0,6,0
30,No,1002,855,2002,7,4,3002,1,1428,4,4000,73,3,2,5007,1,6000,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,7,0
31,No,1002,182,2001,8,5,3001,1,1430,1,4000,93,3,4,5005,2,6002,16422,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0,2,0
34,No,1001,560,2001,1,4,3004,1,1431,4,4001,91,3,1,5006,1,6000,2996,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3,2,0
31,Yes,1002,202,2001,8,3,3001,1,1433,1,4000,34,2,1,5006,2,6002,1261,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,2,0
27,No,1002,1377,2001,11,1,3001,1,1434,2,4001,91,3,1,5002,1,6001,2099,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4,4,0
36,No,1002,172,2001,4,4,3001,1,1435,1,4001,37,2,2,5002,4,6002,5810,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,2,0
36,No,1002,329,2002,16,4,3002,1,1436,3,4000,98,2,2,5007,1,6001,5647,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,4,0
47,No,1002,465,2001,1,3,3005,1,1438,1,4001,74,3,1,5006,4,6001,3420,10205,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2,5,0
25,Yes,1002,383,2002,9,2,3001,1,1439,1,4001,68,2,1,5008,1,6001,4400,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2,3,0
37,No,1000,1413,2001,5,2,3005,1,1440,3,4001,84,4,1,5002,3,6002,3500,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3,2,0
56,No,1002,1255,2001,1,2,3001,1,1441,1,4000,90,3,1,5006,1,6001,2066,10494,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0,2,0
47,No,1002,359,2001,2,4,3003,1,1443,1,4000,82,3,4,5005,3,6001,17169,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6,2,0
24,No,1002,1476,2002,4,1,3003,1,1445,4,4000,42,3,2,5007,3,6001,4162,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3,2,0
32,No,1002,601,2002,7,5,3002,1,1446,4,4001,97,3,2,5007,4,6001,9204,23343,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3,2,0
34,No,1002,401,2001,1,3,3001,1,1447,4,4000,86,2,1,5002,2,6001,3294,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2,6,0
41,No,1002,1283,2001,5,5,3003,1,1448,2,4001,90,4,1,5006,3,6001,2127,5561,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3,4,0
40,No,1000,663,2001,9,4,3004,1,1449,3,4001,81,3,2,5002,3,6000,3975,23099,3,Y,No,11,3,3,80,2,11,2,4,8,7,0,7,6,0
31,No,1002,326,2002,8,2,3001,1,1453,1,4001,31,3,3,5007,4,6000,10793,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9,6,0
46,Yes,1002,377,2002,9,3,3002,1,1457,1,4001,52,3,3,5007,4,6000,10096,15986,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3,4,0
39,Yes,1000,592,2001,2,3,3001,1,1458,1,4000,54,2,1,5002,1,6002,3646,17181,2,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0,5,0
31,Yes,1001,1445,2001,1,5,3001,1,1459,3,4000,100,4,3,5004,2,6002,7446,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7,2,0
45,No,1002,1038,2001,20,3,3003,1,1460,2,4001,95,1,3,5000,1,6000,10851,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7,6,1
31,No,1002,1398,2000,8,2,3003,1,1461,4,4000,96,4,1,5001,2,6002,2109,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2,6,0
31,Yes,1001,523,2001,2,3,3001,1,1464,2,4001,94,3,1,5002,4,6001,3722,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,2,0
45,No,1002,1448,2001,29,3,3005,1,1465,2,4001,55,3,3,5004,4,6001,9380,14720,4,Y,Yes,18,3,4,80,2,10,4,4,3,1,1,2,7,0
48,No,1002,1221,2002,7,3,3002,1,1466,3,4001,96,3,2,5007,1,6000,5486,24795,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2,4,0
34,Yes,1002,1107,2000,9,4,3005,1,1467,1,4000,52,3,1,5001,3,6001,2742,3072,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2,4,0
40,No,1000,218,2001,8,1,3003,1,1468,4,4001,55,2,3,5005,2,6000,13757,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,6,0
28,No,1002,866,2002,5,3,3003,1,1469,4,4001,84,3,2,5007,1,6002,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,5,0
44,No,1000,981,2001,5,3,3001,1,1471,3,4001,90,2,1,5002,3,6002,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,5,0
53,No,1002,447,2001,2,3,3003,1,1472,4,4001,39,4,4,5005,2,6002,16598,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,4,0
49,No,1002,1495,2001,5,4,3005,1,1473,1,4001,96,3,2,5000,3,6001,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,3,0
40,No,1002,896,2001,2,3,3003,1,1474,3,4001,68,3,1,5006,3,6000,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,2,0
44,No,1002,1467,2001,20,3,3001,1,1475,4,4001,49,3,1,5006,2,6002,3420,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,4,0
33,No,1001,430,2002,7,3,3003,1,1477,4,4001,54,3,2,5007,1,6001,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,2,0
34,No,1002,1326,2002,3,3,3004,1,1478,4,4001,81,1,2,5007,1,6002,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12,2,0
30,No,1002,1358,2002,16,1,3001,1,1479,4,4001,96,3,2,5007,3,6001,5301,2939,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2,5,0
42,No,1001,748,2001,9,2,3003,1,1480,1,4000,74,3,1,5002,4,6002,3673,16458,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8,4,1
44,No,1001,383,2002,1,5,3002,1,1481,1,4000,79,3,2,5007,3,6001,4768,9282,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0,6,0
30,No,1000,990,2001,7,3,3005,1,1482,3,4001,64,3,1,5006,3,6000,1274,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0,2,0
57,No,1002,405,2001,1,2,3001,1,1483,2,4001,93,4,2,5006,3,6001,4900,2721,0,Y,No,24,4,1,80,1,13,2,2,12,9,2,8,6,0
49,No,1002,1490,2001,7,4,3001,1,1484,3,4001,35,3,3,5000,2,6000,10466,20948,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7,6,0
34,No,1001,829,2001,15,3,3003,1,1485,2,4001,71,3,4,5005,1,6000,17007,11929,7,Y,No,14,3,4,80,2,16,3,2,14,8,6,9,7,0
28,Yes,1001,1496,2002,1,3,3005,1,1486,1,4001,92,3,1,5008,3,6001,2909,15747,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2,2,0
29,Yes,1001,115,2002,13,3,3005,1,1487,1,4000,51,3,2,5007,2,6002,5765,17485,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0,2,0
34,Yes,1002,790,2002,24,4,3003,1,1489,1,4000,40,2,2,5007,2,6002,4599,7815,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10,6,0
35,No,1002,660,2002,7,1,3001,1,1492,4,4001,76,3,1,5008,3,6001,2404,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,2,0
24,Yes,1001,381,2001,9,3,3003,1,1494,2,4001,89,3,1,5002,1,6002,3172,16998,2,Y,Yes,11,3,3,80,0,4,2,2,0,0,0,0,2,0
24,No,1000,830,2002,13,2,3001,1,1495,4,4000,78,3,1,5008,2,6001,2033,7103,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,6,1
44,No,1001,1193,2001,2,1,3003,1,1496,2,4001,86,3,3,5004,3,6002,10209,19719,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2,5,0
29,No,1002,1246,2002,19,3,3001,1,1497,3,4001,77,2,2,5007,3,6000,8620,23757,1,Y,No,14,3,3,80,2,10,3,3,10,7,0,4,6,0
30,No,1002,330,2000,1,3,3001,1,1499,3,4001,46,3,1,5001,3,6000,2064,15428,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3,4,0
55,No,1002,1229,2001,4,4,3001,1,1501,4,4001,30,3,2,5000,3,6001,4035,16143,0,Y,Yes,16,3,2,80,0,4,2,3,3,2,1,2,2,0
33,No,1002,1099,2001,4,4,3003,1,1502,1,4000,82,2,1,5002,2,6001,3838,8192,8,Y,No,11,3,4,80,0,8,5,3,5,4,0,2,2,0
47,No,1002,571,2002,14,3,3003,1,1503,3,4000,78,3,2,5007,3,6001,4591,24200,3,Y,Yes,17,3,3,80,1,11,4,2,5,4,1,2,2,0
28,Yes,1001,289,2001,2,2,3003,1,1504,3,4001,38,2,1,5002,1,6002,2561,5355,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0,5,0
28,No,1002,1423,2001,1,3,3001,1,1506,1,4001,72,2,1,5006,3,6000,1563,12530,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0,6,1
28,No,1001,467,2002,7,3,3001,1,1507,3,4001,55,3,2,5007,1,6002,4898,11827,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3,5,0
49,No,1002,271,2001,3,2,3003,1,1509,3,4000,43,2,2,5002,1,6001,4789,23070,4,Y,No,25,4,1,80,1,10,3,3,3,2,1,2,5,0
29,No,1001,410,2001,2,1,3001,1,1513,4,4000,97,3,1,5002,2,6001,3180,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2,6,0
28,No,1002,1083,2001,29,1,3001,1,1514,3,4001,96,1,2,5004,2,6001,6549,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7,2,0
33,No,1002,516,2001,8,5,3001,1,1515,4,4001,69,3,2,5000,3,6002,6388,22049,2,Y,Yes,17,3,1,80,0,14,6,3,0,0,0,0,4,0
32,No,1002,495,2001,10,3,3003,1,1516,3,4001,64,3,3,5003,4,6002,11244,21072,2,Y,No,25,4,2,80,0,10,5,4,5,2,0,0,4,0
54,No,1001,1050,2001,11,4,3003,1,1520,2,4000,87,3,4,5003,4,6000,16032,24456,3,Y,No,20,4,1,80,1,26,2,3,14,9,1,12,6,0
29,Yes,1002,224,2001,1,4,3005,1,1522,1,4001,100,2,1,5006,1,6002,2362,7568,6,Y,No,13,3,3,80,0,11,2,1,9,7,0,7,5,0
44,No,1002,136,2001,28,3,3001,1,1523,4,4001,32,3,4,5005,1,6001,16328,22074,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17,2,0
39,No,1002,1089,2001,6,3,3001,1,1525,2,4000,32,3,3,5004,2,6002,8376,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2,5,0
46,No,1002,228,2002,3,3,3001,1,1527,3,4000,51,3,4,5003,2,6001,16606,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1,4,0
35,No,1002,1029,2001,16,3,3001,1,1529,4,4000,91,2,3,5000,2,6002,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,4,0
23,No,1002,507,2001,20,1,3001,1,1533,1,4001,97,3,2,5002,3,6002,2272,24812,0,Y,No,14,3,2,80,0,5,2,3,4,3,1,2,5,0
40,Yes,1002,676,2001,9,4,3001,1,1534,4,4001,86,3,1,5002,1,6002,2018,21831,3,Y,No,14,3,2,80,0,15,3,1,5,4,1,0,4,0
34,No,1002,971,2002,1,3,3005,1,1535,4,4001,64,2,3,5007,3,6001,7083,12288,1,Y,Yes,14,3,4,80,0,10,3,3,10,9,8,6,4,0
31,Yes,1001,561,2001,3,3,3001,1,1537,4,4000,33,3,1,5006,3,6002,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,4,0
50,No,1001,333,2001,22,5,3003,1,1539,3,4001,88,1,4,5005,4,6002,14411,24450,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9,5,0
34,No,1002,1440,2002,7,2,3005,1,1541,2,4001,55,3,1,5008,3,6001,2308,4944,0,Y,Yes,25,4,2,80,1,12,4,3,11,10,5,7,4,0
42,No,1002,1210,2001,2,3,3003,1,1542,3,4001,68,2,1,5002,2,6001,4841,24052,4,Y,No,14,3,2,80,1,4,3,3,1,0,0,0,4,0
37,No,1002,674,2001,13,3,3003,1,1543,1,4001,47,3,2,5006,4,6001,4285,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7,2,0
29,No,1002,441,2001,8,1,3004,1,1544,3,4000,39,1,2,5000,1,6001,9715,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7,2,0
33,No,1002,575,2001,25,3,3001,1,1545,4,4001,44,2,2,5004,2,6002,4320,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2,2,0
45,No,1002,950,2001,28,3,3005,1,1546,4,4001,97,3,1,5006,4,6001,2132,4585,4,Y,No,20,4,4,80,1,8,3,3,5,4,0,3,5,0
42,No,1001,288,2001,2,3,3001,1,1547,4,4001,40,3,3,5000,4,6001,10124,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9,5,0
40,No,1002,1342,2002,9,2,3003,1,1548,1,4001,47,3,2,5007,1,6001,5473,19345,0,Y,No,12,3,4,80,0,9,5,4,8,4,7,1,6,0
33,No,1002,589,2001,28,4,3001,1,1549,2,4001,79,3,2,5002,3,6001,5207,22949,1,Y,Yes,12,3,2,80,1,15,3,3,15,14,5,7,7,0
40,No,1002,898,2000,6,2,3003,1,1550,3,4001,38,3,4,5003,4,6002,16437,17381,1,Y,Yes,21,4,4,80,0,21,2,3,21,7,7,7,2,0
24,No,1002,350,2001,21,2,3005,1,1551,3,4001,57,2,1,5002,1,6000,2296,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0,2,0
40,No,1000,1142,2001,8,2,3001,1,1552,4,4001,72,3,2,5000,4,6000,4069,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2,2,0
45,No,1002,538,2001,1,4,3005,1,1553,1,4001,66,3,3,5000,2,6000,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,2,0
35,No,1002,1402,2002,28,4,3001,1,1554,2,4000,98,2,1,5008,3,6001,2430,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2,6,0
32,No,1002,824,2001,5,2,3001,1,1555,4,4000,67,2,2,5006,2,6001,5878,15624,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5,7,0
36,No,1002,1157,2002,2,4,3001,1,1556,3,4001,70,3,1,5008,4,6002,2644,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2,2,0
48,No,1002,492,2002,16,4,3001,1,1557,3,4000,96,3,2,5007,3,6000,6439,13693,8,Y,No,14,3,3,80,1,18,2,3,8,7,7,7,2,0
29,No,1002,598,2001,9,3,3001,1,1558,3,4001,91,4,1,5006,3,6001,2451,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0,6,0
33,No,1002,1242,2002,8,4,3001,1,1560,1,4001,46,3,2,5007,1,6001,6392,10589,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2,2,0
30,Yes,1002,740,2002,1,3,3001,1,1562,2,4001,64,2,2,5007,1,6001,9714,5323,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7,2,0
38,No,1001,888,2000,10,4,3000,1,1563,3,4001,71,3,2,5001,3,6001,6077,14814,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2,5,0
35,No,1002,992,2001,1,3,3003,1,1564,4,4001,68,2,1,5002,1,6002,2450,21731,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2,7,0
30,No,1002,1288,2002,29,4,3005,1,1568,3,4001,33,3,3,5007,2,6001,9250,17799,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3,5,0
35,Yes,1002,104,2001,2,3,3001,1,1569,1,4000,69,3,1,5002,1,6000,2074,26619,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0,7,0
53,Yes,1002,607,2001,2,5,3005,1,1572,3,4000,78,2,3,5004,4,6001,10169,14618,0,Y,No,16,3,2,80,1,34,4,3,33,7,1,9,2,0
38,Yes,1002,903,2001,2,3,3003,1,1573,3,4001,81,3,2,5004,2,6001,4855,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4,6,0
32,No,1000,1200,2001,1,4,3005,1,1574,4,4001,62,3,2,5006,1,6001,4087,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2,6,0
48,No,1002,1108,2001,15,4,3004,1,1576,3,4000,65,3,1,5006,1,6001,2367,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6,6,0
34,No,1002,479,2001,7,4,3003,1,1577,1,4001,35,3,1,5006,4,6002,2972,22061,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0,2,0
55,No,1002,685,2002,26,5,3002,1,1578,3,4001,60,2,5,5003,4,6001,19586,23037,1,Y,No,21,4,3,80,1,36,3,3,36,6,2,13,6,0
34,No,1002,1351,2001,1,4,3001,1,1580,2,4001,45,3,2,5006,4,6001,5484,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1,5,0
26,No,1002,474,2001,3,3,3001,1,1581,1,4000,89,3,1,5006,4,6001,2061,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0,4,0
38,No,1002,1245,2002,14,3,3001,1,1582,3,4001,80,3,2,5007,2,6001,9924,12355,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7,2,0
38,No,1002,437,2002,16,3,3001,1,1583,2,4000,90,3,2,5007,2,6002,4198,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2,6,0
36,No,1002,884,2002,1,4,3001,1,1585,2,4000,73,3,2,5007,3,6002,6815,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0,2,0
29,No,1002,1370,2001,3,1,3003,1,1586,2,4001,87,3,1,5002,1,6002,4723,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5,2,0
35,No,1002,670,2001,10,4,3003,1,1587,1,4000,51,3,2,5000,3,6002,6142,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4,7,0
